NAME,PCODE,Date,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,장타,출루,OPS
김용의,78217,2018-09-09,12,37,5,9,0,0,0,9,6,0,0,5,0,0,6,0,2,3,164,1.0,0.2432432432432433,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,11.0,7.0,0.375,0.375,0.75
김용의,78217,2019-03-27,8,33,7,5,0,0,0,5,2,3,1,6,0,1,4,0,1,0,158,2.0,0.15151515151515152,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,8.0,10.0,0.39130434782608703,0.4074074074074074,0.7987117552334944
김용의,78217,2019-04-20,13,46,6,15,1,1,0,18,7,1,1,6,1,0,9,0,1,1,197,4.0,0.32608695652173914,0.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,9.0,8.0,0.5,0.2857142857142857,0.7857142857142857
김웅빈,65898,2020-08-09,15,59,6,15,5,0,1,23,7,0,0,1,0,1,18,2,4,1,252,8.0,0.2542372881355932,3.0,2.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,11.0,9.0,0.4558823529411765,0.3461538461538461,0.8020361990950227
김웅빈,65898,2020-09-02,19,68,8,17,2,0,4,31,12,1,0,9,1,0,22,4,1,0,314,7.0,0.25,1.0,2.0,4.0,0.0,2.0,4.0,1.0,2.0,2.0,4.0,11.0,9.0,0.42857142857142855,0.4,0.8285714285714285
김웅빈,65898,2021-04-18,19,78,7,21,4,0,3,34,14,1,0,6,2,1,21,1,0,1,339,7.0,0.2692307692307692,0.0,0.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,6.0,8.0,11.0,0.30952380952380953,0.33962264150943394,0.6491464510332434
김웅빈,65898,2021-05-12,11,42,10,8,2,0,1,13,5,0,0,10,0,0,21,0,0,1,238,1.0,0.19047619047619047,3.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,10.0,9.0,0.2857142857142857,0.2857142857142857,0.5714285714285714
김인태,63257,2019-08-24,11,35,4,9,2,0,1,14,4,1,0,3,0,0,4,1,1,1,139,3.0,0.2571428571428571,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,4.0,0.6,0.42105263157894735,1.0210526315789474
김인태,63257,2021-04-18,15,56,8,17,2,0,1,22,12,0,1,10,1,0,10,2,0,1,265,4.0,0.3035714285714285,3.0,3.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,9.0,10.0,0.5178571428571429,0.4057971014492754,0.9236542443064184
김인태,63257,2021-05-12,16,56,10,15,3,1,3,29,6,0,0,13,0,0,6,2,1,0,290,5.0,0.26785714285714285,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,8.0,9.0,0.23214285714285715,0.3428571428571429,0.575
김인태,63257,2021-06-05,17,56,6,11,2,0,0,13,2,0,0,13,0,0,12,1,3,1,286,6.0,0.19642857142857145,3.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,2.0,10.0,10.0,0.6363636363636364,0.5,1.1363636363636362
김재유,65506,2020-09-11,7,31,4,10,0,0,1,13,3,2,0,1,0,0,5,1,1,0,134,6.0,0.3225806451612903,5.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,9.0,0.1,0.1,0.2
김재호,74206,2018-03-24,14,46,11,15,4,0,2,25,11,2,0,9,0,0,6,3,3,1,259,10.0,0.32608695652173914,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0,8.0,7.0,0.3620689655172414,0.3333333333333333,0.6954022988505747
김재호,74206,2018-04-17,16,58,9,15,3,0,1,21,5,2,0,7,0,0,19,1,0,1,254,6.0,0.25862068965517243,2.0,6.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,8.0,11.0,0.41818181818181815,0.3442622950819672,0.7624441132637854
김재호,74206,2018-05-11,16,55,9,15,2,0,2,23,10,0,0,5,1,0,14,2,0,0,244,11.0,0.2727272727272727,0.0,3.0,3.0,2.0,0.0,2.0,0.0,3.0,3.0,4.0,9.0,8.0,0.4736842105263158,0.3409090909090909,0.8145933014354066
김재호,74206,2018-06-04,12,38,8,10,2,0,2,18,5,0,0,4,1,0,4,3,0,1,169,2.0,0.2631578947368421,0.0,0.0,3.0,5.0,0.0,2.0,5.0,0.0,3.0,0.0,8.0,10.0,0.625,0.4754098360655738,1.1004098360655736
김재호,74206,2018-06-28,14,56,13,25,4,0,2,35,15,1,1,3,1,1,9,1,0,1,224,6.0,0.44642857142857145,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,7.0,0.4909090909090909,0.3538461538461539,0.8447552447552448
김재호,74206,2018-07-22,16,55,9,15,0,0,4,27,12,0,0,7,1,0,10,0,0,2,280,2.0,0.2727272727272727,4.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,11.0,8.0,0.42105263157894735,0.2857142857142857,0.7067669172932329
김재호,74206,2018-09-08,16,60,11,21,2,0,1,26,13,0,1,12,0,0,5,1,0,0,267,5.0,0.35,3.0,0.0,2.0,3.0,0.0,1.0,4.0,2.0,0.0,2.0,8.0,9.0,0.6666666666666666,0.4444444444444444,1.1111111111111112
김재호,74206,2019-03-23,17,56,5,8,0,0,1,11,2,1,0,9,1,0,11,2,0,0,270,4.0,0.14285714285714285,3.0,0.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,11.0,8.0,0.6,0.472972972972973,1.072972972972973
김재호,74206,2019-04-16,19,55,10,22,8,0,1,33,16,0,1,12,1,1,2,0,0,6,275,10.0,0.4,3.0,5.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,11.0,8.0,0.2682926829268293,0.38461538461538464,0.6529080675422139
김재호,74206,2019-05-10,13,41,2,10,1,0,0,11,3,1,0,10,0,1,8,2,2,1,209,4.0,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,9.0,7.0,0.42857142857142855,0.45,0.8785714285714286
김재호,74206,2019-06-03,16,49,10,16,5,0,0,21,4,0,0,9,2,0,6,2,0,0,253,5.0,0.32653061224489793,2.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,2.0,8.0,9.0,0.3684210526315789,0.38461538461538464,0.7530364372469636
김재호,74206,2019-06-27,17,57,9,18,3,0,0,21,6,1,0,6,1,0,9,2,1,1,225,7.0,0.3157894736842105,2.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,3.0,9.0,9.0,0.2222222222222222,0.32608695652173914,0.5483091787439613
김재호,74206,2019-07-21,11,36,3,7,1,0,0,8,3,0,1,7,1,1,4,0,3,2,196,5.0,0.19444444444444445,0.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,7.0,0.4888888888888889,0.4,0.8888888888888888
김재호,74206,2019-08-14,13,45,7,13,3,0,2,22,11,0,1,8,1,0,13,0,1,1,225,3.0,0.2888888888888889,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,8.0,7.0,0.2,0.275,0.475
김재호,74206,2019-09-07,9,35,4,6,1,0,0,7,3,0,0,5,0,0,5,2,1,0,144,2.0,0.17142857142857146,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,5.0,8.0,0.5,0.6,1.1
김재호,74206,2020-05-05,18,64,12,24,3,1,0,29,7,1,1,7,1,0,6,2,0,1,305,4.0,0.375,3.0,3.0,5.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,8.0,10.0,0.3939393939393939,0.3636363636363637,0.7575757575757576
김재호,74206,2020-05-29,18,66,8,20,3,0,1,26,9,2,1,8,0,0,10,3,1,3,299,7.0,0.30303030303030304,2.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,9.0,11.0,0.12903225806451613,0.2432432432432433,0.3722755013077594
김재호,74206,2020-06-22,9,31,4,4,0,0,0,4,3,0,0,5,0,0,2,2,0,1,148,1.0,0.12903225806451613,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,7.0,2.0,0.3902439024390244,0.3409090909090909,0.7311529933481153
김재호,74206,2020-07-16,10,41,3,12,4,0,0,16,4,0,0,3,0,0,3,2,0,0,170,4.0,0.2926829268292683,3.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,9.0,3.0,0.3728813559322034,0.4142857142857143,0.7871670702179177
김재호,74206,2020-08-09,17,59,8,18,1,0,1,22,4,0,0,10,1,1,10,3,0,0,271,5.0,0.3050847457627119,2.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,8.0,9.0,0.27586206896551724,0.34375,0.6196120689655172
김재호,74206,2020-09-02,17,58,9,16,0,0,0,16,2,2,0,6,0,0,12,0,0,0,271,3.0,0.27586206896551724,2.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,10.0,7.0,0.31666666666666665,0.3384615384615385,0.6551282051282051
김재호,74206,2020-09-26,17,60,2,17,2,0,0,19,8,0,0,3,2,0,2,2,1,0,245,6.0,0.2833333333333333,0.0,3.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,8.0,12.0,0.3333333333333333,0.3409090909090909,0.6742424242424242
김재호,74206,2020-10-20,12,39,4,10,3,0,0,13,2,1,0,5,0,0,3,3,1,0,179,3.0,0.2564102564102564,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,5.0,0.6363636363636364,0.4814814814814815,1.117845117845118
김재호,74206,2021-04-18,12,41,9,13,0,0,1,16,8,0,0,7,1,0,5,2,3,0,181,5.0,0.3170731707317073,2.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,8.0,7.0,0.38235294117647056,0.35135135135135137,0.7337042925278219
김재호,74206,2021-05-12,10,34,6,10,3,0,0,13,3,0,1,3,0,0,7,0,0,0,141,2.0,0.29411764705882354,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,6.0,8.0,0.2272727272727273,0.17391304347826084,0.40118577075098816
김재환,78224,2018-03-24,17,58,16,19,5,0,6,42,18,1,0,14,2,0,18,1,0,1,305,4.0,0.3275862068965517,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,8.0,9.0,0.4675324675324675,0.3058823529411765,0.773414820473644
김재환,78224,2018-04-17,20,77,9,20,2,1,4,36,11,0,0,6,0,0,18,1,0,2,355,10.0,0.2597402597402597,3.0,6.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,8.0,12.0,0.6712328767123288,0.3375,1.0087328767123287
김재환,78224,2018-05-11,18,73,16,21,10,0,6,49,20,0,0,5,1,0,20,1,0,1,294,11.0,0.2876712328767123,0.0,3.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,4.0,9.0,9.0,0.9102564102564102,0.5057471264367817,1.4160035366931918
김재환,78224,2018-06-04,20,78,17,36,5,0,10,71,25,0,0,8,0,1,13,0,0,1,329,9.0,0.4615384615384616,0.0,0.0,3.0,6.0,0.0,3.0,5.0,0.0,3.0,0.0,9.0,11.0,0.6818181818181818,0.4736842105263158,1.1555023923444976
김재환,78224,2018-06-28,16,66,16,27,3,0,5,45,16,0,0,7,2,0,13,1,0,1,272,7.0,0.4090909090909091,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,8.0,8.0,0.4927536231884058,0.38461538461538464,0.8773690078037905
김재환,78224,2018-07-22,18,69,7,21,7,0,2,34,7,1,0,8,1,0,20,0,0,0,297,3.0,0.3043478260869565,4.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,10.0,8.0,0.8,0.4583333333333333,1.2583333333333333
김재환,78224,2019-03-23,19,69,9,20,2,1,3,33,18,1,0,10,0,0,19,2,0,2,301,12.0,0.2898550724637681,3.0,0.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,11.0,8.0,0.5365853658536586,0.39361702127659576,0.9302023871302544
김재환,78224,2019-04-16,21,82,18,27,3,1,4,44,19,0,1,10,0,1,20,3,0,2,327,12.0,0.32926829268292684,3.0,6.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,12.0,9.0,0.37681159420289856,0.35714285714285715,0.7339544513457557
김재환,78224,2019-05-10,20,69,11,17,1,1,2,26,11,0,0,12,1,2,15,1,0,2,303,8.0,0.2463768115942029,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,2.0,9.0,11.0,0.4705882352941176,0.3974358974358974,0.8680241327300151
김재환,78224,2019-06-03,18,68,7,24,2,0,2,32,14,0,0,6,1,0,14,0,0,3,299,11.0,0.35294117647058826,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,3.0,9.0,10.0,0.29411764705882354,0.28205128205128205,0.5761689291101055
김재환,78224,2019-06-27,18,68,10,12,2,0,2,20,6,0,0,9,1,0,18,0,0,0,282,7.0,0.17647058823529413,2.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,3.0,9.0,9.0,0.38,0.3035714285714285,0.6835714285714285
김재환,78224,2019-07-21,12,50,5,13,1,1,1,19,13,1,0,4,0,1,8,1,0,2,179,3.0,0.26,0.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,8.0,0.625,0.4594594594594595,1.0844594594594594
김재환,78224,2019-08-14,9,32,9,12,6,1,0,20,6,0,0,3,2,0,8,0,0,0,118,5.0,0.375,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,6.0,0.37735849056603776,0.3709677419354839,0.7483262325015216
김재환,78224,2019-09-07,14,53,7,14,3,0,1,20,4,1,0,9,0,1,9,0,0,0,220,7.0,0.2641509433962264,4.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,7.0,9.0,0.25,0.3076923076923077,0.5576923076923077
김재환,78224,2020-05-05,19,72,13,22,5,0,4,39,19,0,0,11,0,0,26,0,0,2,337,5.0,0.3055555555555556,3.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,7.0,12.0,0.3580246913580247,0.3125,0.6705246913580247
김재환,78224,2020-05-29,21,81,13,16,1,0,4,29,16,1,0,14,0,1,25,3,0,1,367,4.0,0.19753086419753085,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,9.0,12.0,0.5522388059701493,0.4939759036144578,1.046214709584607
김재환,78224,2020-06-22,19,67,15,25,3,0,3,37,19,2,0,16,0,0,19,2,0,0,321,7.0,0.373134328358209,3.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,5.0,11.0,8.0,0.4642857142857143,0.2833333333333333,0.7476190476190476
김재환,78224,2020-07-16,14,56,7,14,3,0,3,26,8,0,0,3,0,0,17,2,0,1,236,5.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,9.0,6.0,0.5606060606060606,0.43373493975903615,0.9943410003650968
김재환,78224,2020-08-09,19,66,9,19,3,0,5,37,15,3,0,17,0,1,18,2,0,0,327,6.0,0.2878787878787879,2.0,2.0,3.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,8.0,11.0,0.4383561643835616,0.3012048192771085,0.73956098366067
김재환,78224,2020-09-02,19,73,9,16,4,0,4,32,15,0,0,8,1,0,19,1,0,1,313,10.0,0.2191780821917808,2.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,10.0,9.0,0.64,0.41935483870967744,1.0593548387096774
김재환,78224,2020-09-26,21,75,15,22,6,1,6,48,18,0,0,17,0,1,23,4,0,1,381,10.0,0.2933333333333333,0.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,9.0,12.0,0.4,0.3269230769230769,0.726923076923077
김재환,78224,2020-10-20,12,45,3,10,2,0,2,18,8,0,0,7,0,0,13,0,0,0,208,1.0,0.2222222222222222,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,5.0,0.038461538461538464,0.10714285714285714,0.1456043956043956
김재환,78224,2021-04-18,19,70,20,27,4,0,6,49,27,0,0,10,1,1,16,0,0,1,335,9.0,0.3857142857142857,3.0,3.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,9.0,10.0,0.3548387096774194,0.3194444444444444,0.6742831541218638
김재환,78224,2021-05-12,17,62,7,13,0,0,3,22,6,0,0,10,0,0,18,2,0,0,310,7.0,0.20967741935483872,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,8.0,9.0,0.459016393442623,0.4050632911392405,0.8640796845818635
김재환,78224,2021-06-05,18,61,12,15,1,0,4,28,11,0,0,15,2,0,20,1,0,1,332,6.0,0.2459016393442623,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,8.0,10.0,1.0,0.6,1.6
김주찬,70410,2018-03-24,15,56,10,17,6,0,3,32,12,0,1,3,1,0,12,1,1,3,245,9.0,0.3035714285714285,3.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,7.0,8.0,0.5128205128205128,0.4137931034482759,0.9266136162687886
김주찬,70410,2018-04-17,20,78,16,28,3,0,3,40,17,2,0,5,3,0,11,3,0,1,304,16.0,0.35897435897435903,3.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,0.0,11.0,9.0,0.5396825396825397,0.4029850746268657,0.9426676143094052
김주찬,70410,2018-05-11,15,63,9,23,5,0,2,34,14,0,0,4,0,3,8,1,0,0,206,6.0,0.36507936507936506,0.0,0.0,3.0,6.0,2.0,0.0,3.0,0.0,0.0,3.0,11.0,6.0,0.4375,0.26,0.6975
김주찬,70410,2018-06-04,12,48,7,12,0,0,3,21,7,0,0,1,0,0,4,2,0,1,161,9.0,0.25,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,5.0,10.0,0.4137931034482759,0.3548387096774194,0.7686318131256953
김주찬,70410,2018-07-22,14,53,9,23,5,0,3,37,18,3,0,2,0,0,6,2,1,2,203,8.0,0.4339622641509434,1.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,7.0,9.0,0.4444444444444444,0.4444444444444444,0.8888888888888888
김주찬,70410,2018-09-08,13,56,8,18,3,0,1,24,9,3,0,4,0,2,6,3,0,2,178,9.0,0.32142857142857145,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,6.0,11.0,0.475,0.3829787234042553,0.8579787234042553
김주찬,70410,2019-03-23,10,40,2,10,3,0,0,13,4,0,0,0,1,0,4,2,0,1,130,2.0,0.25,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,5.0,0.22388059701492535,0.2535211267605634,0.4774017237754887
김주찬,70410,2019-04-16,17,67,5,14,1,0,0,15,6,1,0,3,1,0,11,1,0,0,248,8.0,0.20895522388059698,2.0,0.0,0.0,3.0,6.0,0.0,2.0,3.0,3.0,0.0,6.0,13.0,0.36666666666666653,0.3636363636363637,0.7303030303030302
김주찬,70410,2019-05-10,7,30,3,9,2,0,0,11,3,0,0,3,0,0,3,0,1,0,122,5.0,0.3,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,0.375,0.3428571428571429,0.7178571428571429
김주찬,70410,2019-06-03,14,64,8,18,3,0,1,24,6,0,0,5,1,2,10,1,0,0,222,9.0,0.28125,3.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,8.0,9.0,0.4358974358974359,0.4318181818181818,0.8677156177156178
김주찬,70410,2019-06-27,11,39,6,16,1,0,0,17,4,0,0,3,0,0,3,1,0,2,165,3.0,0.41025641025641024,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,9.0,4.0,0.4571428571428571,0.3611111111111111,0.8182539682539682
김주찬,70410,2019-07-21,9,35,3,12,4,0,0,16,5,0,1,1,0,0,4,0,0,0,122,6.0,0.3428571428571429,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,7.0,3.0,0.5294117647058824,0.41818181818181815,0.9475935828877003
김주찬,70410,2019-08-14,11,51,8,19,2,0,2,27,4,2,0,2,2,1,9,1,0,0,184,4.0,0.3725490196078432,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,9.0,10.0,0.2727272727272727,0.2727272727272727,0.5454545454545454
김준태,62558,2019-03-26,15,48,4,9,1,0,0,10,7,0,0,3,0,0,13,1,2,0,231,2.0,0.1875,3.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,9.0,9.0,0.16666666666666666,0.2222222222222222,0.3888888888888888
김준태,62558,2020-05-31,11,48,6,13,4,1,1,22,7,0,0,5,0,0,9,0,1,0,195,5.0,0.2708333333333333,3.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,13.0,0.30952380952380953,0.4423076923076923,0.7518315018315018
김준태,62558,2020-06-24,11,42,7,13,0,0,0,13,4,0,0,10,0,0,7,2,0,0,199,1.0,0.30952380952380953,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,2.0,9.0,6.0,0.26666666666666666,0.25,0.5166666666666666
김준태,62558,2020-07-18,8,30,2,4,1,0,1,8,4,0,1,5,0,0,8,0,0,1,150,2.0,0.13333333333333333,0.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,8.0,0.32142857142857145,0.3888888888888889,0.7103174603174603
김준태,62558,2020-09-04,15,55,7,12,2,0,0,14,11,1,0,10,1,0,7,3,0,2,277,12.0,0.21818181818181814,4.0,4.0,4.0,2.0,0.0,2.0,5.0,0.0,2.0,2.0,11.0,12.0,0.42857142857142855,0.3582089552238806,0.7867803837953091
김준태,62558,2020-09-28,16,56,8,13,3,1,2,24,9,0,0,11,0,0,15,0,1,0,296,9.0,0.23214285714285715,5.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,9.0,10.0,0.3157894736842105,0.2857142857142857,0.6015037593984962
김준태,62558,2021-04-18,13,48,6,14,5,0,1,22,6,0,0,5,1,0,10,1,0,0,223,8.0,0.2916666666666667,3.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,10.0,8.0,0.42105263157894735,0.3478260869565217,0.7688787185354691
김지찬,50458,2020-06-22,10,42,5,8,0,0,0,8,1,3,1,0,0,0,8,0,1,0,140,0.0,0.19047619047619047,3.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,10.0,7.0,0.3684210526315789,0.3181818181818182,0.6866028708133971
김지찬,50458,2020-07-16,10,38,7,9,2,0,1,14,5,5,0,5,0,0,5,0,0,1,159,0.0,0.2368421052631579,0.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,9.0,8.0,0.3392857142857143,0.390625,0.7299107142857143
김지찬,50458,2020-08-09,18,56,12,17,2,0,0,19,1,6,0,6,2,0,7,0,0,0,253,0.0,0.3035714285714285,2.0,1.0,3.0,2.0,3.0,4.0,0.0,2.0,0.0,2.0,9.0,9.0,0.19230769230769232,0.34375,0.5360576923076923
김지찬,50458,2021-04-18,10,36,8,7,1,0,0,8,4,1,1,3,0,0,5,0,1,0,135,2.0,0.19444444444444445,3.0,2.0,2.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,12.0,5.0,0.32142857142857145,0.27419354838709675,0.5956221198156681
김지찬,50458,2021-05-12,15,56,12,14,1,0,1,18,6,5,0,3,0,0,7,0,3,3,241,1.0,0.25,3.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,8.0,10.0,0.3018867924528302,0.3333333333333333,0.6352201257861635
김지찬,50458,2021-06-05,16,53,9,15,1,0,0,16,4,4,2,4,0,0,8,0,3,0,215,1.0,0.2830188679245283,2.0,3.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,9.0,7.0,0.2727272727272727,0.3333333333333333,0.606060606060606
김찬형,66917,2018-06-05,13,48,10,12,1,0,0,13,1,2,0,4,4,0,10,0,0,0,187,2.0,0.25,3.0,2.0,4.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,14.0,5.0,0.21052631578947367,0.20512820512820512,0.4156545209176788
김찬형,66917,2018-06-29,9,38,2,7,1,0,0,8,2,1,0,0,1,0,6,1,0,0,142,3.0,0.18421052631578946,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,0.29411764705882354,0.21052631578947367,0.5046439628482973
김찬형,66917,2019-07-24,13,44,6,14,2,1,0,18,6,1,0,2,2,0,5,0,1,0,149,3.0,0.3181818181818182,2.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,8.0,6.0,0.3684210526315789,0.3170731707317073,0.6854942233632862
김찬형,66917,2019-08-17,12,38,2,10,1,0,1,14,2,1,0,2,1,0,3,1,1,0,148,0.0,0.2631578947368421,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,9.0,7.0,0.42857142857142855,0.5,0.9285714285714286
김태군,78122,2020-05-31,7,31,6,10,4,0,1,17,9,0,0,1,0,0,6,1,0,0,117,4.0,0.3225806451612903,0.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,2.0,8.0,5.0,0.35714285714285715,0.4375,0.7946428571428572
김태군,78122,2021-05-12,14,42,6,10,1,0,1,14,2,0,0,3,0,0,6,0,4,0,171,3.0,0.2380952380952381,3.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,6.0,9.0,0.2857142857142857,0.30303030303030304,0.5887445887445888
김태균,71752,2018-04-17,17,67,5,21,3,0,2,30,9,0,0,1,1,1,8,0,0,0,233,12.0,0.31343283582089554,3.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,11.0,0.5918367346938775,0.42105263157894735,1.0128893662728249
김태균,71752,2018-09-08,14,54,6,16,3,0,1,22,5,0,0,2,1,0,14,1,0,0,221,6.0,0.2962962962962963,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,9.0,8.0,0.625,0.5,1.125
김태균,71752,2019-03-23,19,67,12,23,3,0,1,29,10,1,0,9,2,1,14,4,0,1,314,5.0,0.34328358208955223,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,8.0,11.0,0.25,0.42105263157894735,0.6710526315789473
김태균,71752,2019-05-10,18,63,7,21,5,0,0,26,4,2,0,7,1,0,14,2,0,1,284,9.0,0.3333333333333333,2.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,8.0,11.0,0.5522388059701493,0.4430379746835443,0.9952767806536936
김태균,71752,2019-06-03,18,67,7,24,4,0,3,37,16,0,0,11,0,3,16,4,0,1,328,5.0,0.3582089552238806,3.0,0.0,0.0,3.0,3.0,0.0,1.0,6.0,3.0,0.0,12.0,7.0,0.31746031746031744,0.3194444444444444,0.6369047619047619
김태균,71752,2019-06-27,17,63,4,15,2,0,1,20,10,0,0,8,0,0,16,2,0,1,303,8.0,0.2380952380952381,3.0,3.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,10.0,7.0,0.32653061224489793,0.34545454545454546,0.6719851576994433
김태균,71752,2019-07-21,13,49,3,14,2,0,0,16,5,0,0,4,1,0,11,1,0,1,195,6.0,0.2857142857142857,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,11.0,0.3,0.3035714285714285,0.6035714285714285
